Timestamp,Pitch,Roll
1729129882.188778,-2.11,0.88
1729129882.3004415,-2.11,0.87
1729129882.3893292,-2.1,0.87
1729129882.48565,-2.1,0.88
1729129882.5857098,-2.11,0.88
1729129882.6955104,-2.11,0.87
1729129882.7877104,-2.11,0.87
1729129882.8862555,-2.11,0.88
1729129882.9853623,-2.1,0.88
1729129883.0929356,-2.1,0.88
1729129883.1900449,-2.1,0.88
1729129883.2862048,-2.1,0.88
1729129883.3854382,-2.1,0.88
1729129883.4959052,-2.1,0.88
1729129883.5902026,-2.1,0.87
1729129883.6867287,-2.1,0.87
1729129883.785448,-2.1,0.87
1729129883.885784,-2.11,0.87
1729129883.9973707,-2.11,0.87
1729129884.0902197,-2.1,0.87
1729129884.185337,-2.1,0.87
1729129884.2857685,-2.1,0.86
1729129884.3981473,-2.1,0.86
1729129884.4941766,-2.1,0.86
1729129884.585248,-2.1,0.86
1729129884.6857696,-2.1,0.86
1729129884.7863066,-2.1,0.86
1729129884.8894742,-2.1,0.86
1729129884.9857652,-2.11,0.86
1729129885.08538,-2.11,0.86
1729129885.2011442,-2.11,0.86
1729129885.2982428,-2.11,0.86
1729129885.3895218,-2.11,0.86
1729129885.4852695,-2.1,0.86
1729129885.5861485,-2.11,0.86
1729129885.696198,-2.1,0.86
1729129885.7917519,-2.1,0.86
1729129885.8863323,-2.1,0.86
1729129886.1264603,-2.1,0.86
1729129886.2094755,-2.1,0.86
1729129886.2184627,-2.1,0.86
1729129886.2896647,-2.1,0.86
1729129886.3862028,-2.1,0.86
1729129886.4851751,-2.1,0.86
1729129886.5889833,-2.1,0.86
1729129886.686495,-2.1,0.86
1729129886.7862232,-2.1,0.86
1729129886.885524,-2.1,0.86
1729129886.9947648,-2.1,0.86
1729129887.086375,-2.1,0.86
1729129887.1856017,-2.1,0.86
1729129887.2857738,-2.1,0.86
1729129887.3948228,-2.1,0.86
1729129887.486662,-2.1,0.86
1729129887.5888047,-2.1,0.86
1729129887.6853158,-2.09,0.86
1729129887.7857141,-2.09,0.86
1729129887.8952582,-2.09,0.86
1729129887.9887395,-2.1,0.86
1729129888.0863123,-2.1,0.86
1729129888.1852765,-2.09,0.86
1729129888.2956607,-2.09,0.86
1729129888.3867795,-2.08,0.86
1729129888.4855492,-2.08,0.86
1729129888.5862346,-2.08,0.86
1729129888.6951969,-2.07,0.86
1729129888.7875977,-2.06,0.87
1729129888.8851252,-2.04,0.87
1729129888.9852502,-2.02,0.88
1729129889.085822,-2.0,0.88
1729129889.19073,-1.98,0.89
1729129889.291555,-1.96,0.9
1729129889.385107,-1.94,0.91
1729129889.4864838,-1.91,0.92
1729129889.6008186,-1.88,0.93
1729129889.6928785,-1.84,0.94
1729129889.7857635,-1.8,0.96
1729129889.8858647,-1.75,0.97
1729129889.9936514,-1.71,0.98
1729129890.0864546,-1.67,1.0
1729129890.1857736,-1.64,1.01
1729129890.2854877,-1.59,1.03
1729129890.385464,-1.54,1.04
1729129890.4920266,-1.49,1.05
1729129890.5852668,-1.44,1.07
1729129890.685875,-1.4,1.08
1729129890.7950773,-1.36,1.1
1729129890.8920016,-1.32,1.11
1729129890.9861321,-1.28,1.12
1729129891.0856924,-1.23,1.14
1729129891.1860478,-1.18,1.15
1729129891.3099325,-1.13,1.17
1729129891.3925033,-1.08,1.18
1729129891.4852502,-1.04,1.19
1729129891.5857694,-1.0,1.21
1729129891.6963913,-0.95,1.23
1729129891.7946815,-0.91,1.24
1729129891.888128,-0.86,1.26
1729129891.9854252,-0.82,1.27
1729129892.085705,-0.78,1.29
1729129892.1911771,-0.74,1.3
1729129892.2862325,-0.69,1.32
1729129892.385001,-0.64,1.33
1729129892.4853404,-0.59,1.34
1729129892.5964882,-0.54,1.36
1729129892.6876938,-0.5,1.38
1729129892.7863119,-0.47,1.39
1729129892.885932,-0.43,1.4
1729129892.9909203,-0.39,1.42
1729129893.0857544,-0.35,1.43
1729129893.1902707,-0.29,1.45
1729129893.286039,-0.24,1.46
1729129893.3889368,-0.2,1.47
1729129893.4939206,-0.17,1.49
1729129893.586401,-0.13,1.51
1729129893.6857948,-0.1,1.52
1729129893.789148,-0.05,1.53
1729129893.8954113,0.01,1.55
1729129893.9903932,0.06,1.57
1729129894.090742,0.11,1.58
1729129894.1856096,0.14,1.59
1729129894.2951758,0.18,1.61
1729129894.387346,0.23,1.63
1729129894.485741,0.28,1.64
1729129894.5853484,0.33,1.65
1729129894.6855218,0.39,1.66
1729129894.7960308,0.44,1.68
1729129894.8873293,0.48,1.7
1729129894.9853015,0.51,1.71
1729129895.0850437,0.54,1.72
1729129895.191296,0.59,1.74
1729129895.2881546,0.64,1.75
1729129895.3851583,0.7,1.77
1729129895.4850757,0.75,1.78
1729129895.5972097,0.79,1.79
1729129895.6864023,0.82,1.81
1729129895.7856958,0.84,1.83
1729129895.8856132,0.88,1.85
1729129895.9879203,0.93,1.86
1729129896.0961976,0.99,1.87
1729129896.1874697,1.04,1.88
1729129896.285014,1.08,1.9
1729129896.3862562,1.12,1.92
1729129896.4865117,1.15,1.94
1729129896.5894456,1.19,1.95
1729129896.6856234,1.23,1.96
1729129896.7883239,1.29,1.98
1729129896.8960059,1.35,2.0
1729129896.9882085,1.4,2.01
1729129897.085432,1.45,2.02
1729129897.1853435,1.5,2.03
1729129897.2958057,1.53,2.05
1729129897.388476,1.57,2.07
1729129897.4854083,1.62,2.08
1729129897.5853012,1.67,2.09
1729129897.6871138,1.72,2.1
1729129897.8059149,1.77,2.12
1729129897.887578,1.81,2.14
1729129897.9854822,1.84,2.15
1729129898.0851772,1.87,2.16
1729129898.197119,1.91,2.17
1729129898.2853518,1.97,2.2
1729129898.3853042,2.01,2.22
1729129898.4858382,2.05,2.23
1729129898.5949934,2.09,2.23
1729129898.687478,2.12,2.25
1729129898.7858708,2.15,2.28
1729129898.8853905,2.2,2.3
1729129898.9851127,2.26,2.31
1729129899.092524,2.32,2.32
1729129899.1849816,2.38,2.34
1729129899.2852113,2.42,2.36
1729129899.3860595,2.45,2.37
1729129899.4921827,2.49,2.38
1729129899.5856314,2.53,2.38
1729129899.687589,2.58,2.4
1729129899.7850528,2.62,2.42
1729129899.8919892,2.65,2.42
1729129899.9916375,2.68,2.43
1729129900.085601,2.72,2.43
1729129900.185566,2.75,2.44
1729129900.2927985,2.77,2.45
1729129900.3933718,2.78,2.46
1729129900.4860752,2.79,2.46
1729129900.5856476,2.79,2.46
1729129900.6869211,2.8,2.47
1729129900.791718,2.8,2.46
1729129900.8857856,2.81,2.47
1729129900.9851515,2.83,2.46
1729129901.0867028,2.84,2.47
1729129901.1988847,2.85,2.48
1729129901.287859,2.85,2.48
1729129901.3861778,2.84,2.47
1729129901.484901,2.84,2.47
1729129901.5962255,2.84,2.47
1729129901.6890974,2.85,2.47
1729129901.7843957,2.86,2.47
1729129901.8855088,2.86,2.47
1729129901.9866552,2.86,2.47
1729129902.095997,2.85,2.47
1729129902.1869347,2.85,2.47
1729129902.2850833,2.85,2.47
1729129902.3880017,2.85,2.46
1729129902.4976642,2.85,2.46
1729129902.5884755,2.85,2.46
1729129902.6880352,2.85,2.47
1729129902.7854037,2.84,2.47
1729129902.8999467,2.84,2.46
1729129902.991554,2.84,2.47
1729129903.0853343,2.85,2.47
1729129903.1847985,2.86,2.47
1729129903.2850206,2.86,2.47
1729129903.391943,2.85,2.47
1729129903.4853277,2.85,2.47
1729129903.5855145,2.86,2.48
1729129903.6854293,2.86,2.48
1729129903.7977612,2.87,2.47
1729129903.8850935,2.87,2.47
1729129903.9853637,2.87,2.47
1729129904.085118,2.86,2.47
1729129904.1857715,2.85,2.47
1729129904.298486,2.85,2.46
1729129904.3853085,2.85,2.46
1729129904.4849412,2.84,2.45
1729129904.5960388,2.82,2.45
1729129904.6855886,2.81,2.44
1729129904.7955327,2.79,2.44
1729129904.885427,2.77,2.43
1729129904.985878,2.75,2.42
1729129905.0974338,2.73,2.42
1729129905.1854024,2.71,2.41
1729129905.2852023,2.68,2.4
1729129905.3856468,2.65,2.39
1729129905.501134,2.62,2.38
1729129905.5844033,2.58,2.37
1729129905.685373,2.54,2.35
1729129905.7848735,2.5,2.34
1729129905.8991604,2.47,2.33
1729129905.9881053,2.43,2.32
1729129906.0854385,2.39,2.3
1729129906.1856322,2.34,2.29
1729129906.2856443,2.3,2.27
1729129906.3926284,2.25,2.26
1729129906.485424,2.22,2.24
1729129906.5849535,2.18,2.22
1729129906.6852765,2.14,2.21
1729129906.7926967,2.09,2.19
1729129906.8885422,2.05,2.18
1729129906.9880059,2.01,2.17
1729129907.0852015,1.96,2.15
1729129907.2016947,1.93,2.14
1729129907.285022,1.89,2.13
1729129907.386425,1.86,2.12
1729129907.4854574,1.82,2.1
1729129907.6007037,1.77,2.09
1729129907.696449,1.73,2.08
1729129907.7886453,1.69,2.06
