Timestamp,Pitch,Roll
1729130490.2879739,-1.9,0.99
1729130490.3803337,-1.9,0.99
1729130490.4768414,-1.9,0.99
1729130490.577954,-1.9,0.99
1729130490.6924765,-1.9,0.99
1729130490.7821367,-1.9,0.99
1729130490.8852553,-1.9,0.99
1729130490.977539,-1.9,0.99
1729130491.0881157,-1.9,0.99
1729130491.185014,-1.9,0.99
1729130491.2799323,-1.9,0.99
1729130491.3771937,-1.9,0.99
1729130491.483045,-1.9,0.99
1729130491.5890703,-1.91,0.99
1729130491.6824043,-1.9,0.99
1729130491.7776706,-1.9,0.99
1729130491.8775642,-1.9,0.99
1729130491.9887512,-1.9,0.99
1729130492.0842288,-1.9,0.99
1729130492.1774065,-1.91,0.99
1729130492.277316,-1.91,0.99
1729130492.393101,-1.91,0.99
1729130492.4876308,-1.91,0.99
1729130492.5777757,-1.91,0.99
1729130492.677324,-1.91,0.99
1729130492.7781982,-1.91,0.99
1729130492.889317,-1.91,0.99
1729130492.9813619,-1.91,0.99
1729130493.0783334,-1.91,0.99
1729130493.1778316,-1.91,0.99
1729130493.2904413,-1.91,0.99
1729130493.3810585,-1.91,0.99
1729130493.4777308,-1.91,0.99
1729130493.5775728,-1.91,0.99
1729130493.678024,-1.91,0.99
1729130493.7857049,-1.91,0.99
1729130493.8773487,-1.91,0.99
1729130493.976672,-1.91,0.99
1729130494.0825179,-1.91,0.99
1729130494.18937,-1.91,0.99
1729130494.281118,-1.91,0.99
1729130494.3778036,-1.91,0.99
1729130494.477672,-1.92,0.99
1729130494.5952473,-1.91,0.99
1729130494.6773393,-1.92,0.99
1729130494.777246,-1.92,0.99
1729130494.8778076,-1.92,0.99
1729130494.9929206,-1.92,0.99
1729130495.0784013,-1.92,0.99
1729130495.1768327,-1.92,0.99
1729130495.27727,-1.92,0.99
1729130495.3776236,-1.92,0.99
1729130495.4861453,-1.92,0.99
1729130495.5814674,-1.92,0.99
1729130495.6771467,-1.92,0.99
1729130495.7775328,-1.92,0.99
1729130495.8888965,-1.92,0.99
1729130495.981502,-1.92,0.99
1729130496.077446,-1.92,0.99
1729130496.1774137,-1.92,0.99
1729130496.2860131,-1.92,0.99
1729130496.3862145,-1.92,0.99
1729130496.4774964,-1.92,0.99
1729130496.5775156,-1.92,0.99
1729130496.6803772,-1.92,0.99
1729130496.7851295,-1.92,0.99
1729130496.8776119,-1.92,0.99
1729130496.9767437,-1.93,0.99
1729130497.0773706,-1.93,0.99
1729130497.330731,-1.93,0.99
1729130497.5103848,-1.93,0.99
1729130497.7677798,-1.93,0.99
1729130497.772193,-1.93,0.99
1729130497.7730951,-1.93,0.99
1729130497.7740948,-1.93,0.99
1729130497.778544,-1.93,0.99
1729130497.8779485,-1.93,0.99
1729130497.9774132,-1.93,0.99
1729130498.0797818,-1.93,0.99
1729130498.180661,-1.93,0.99
1729130498.2772942,-1.93,1.0
1729130498.3861935,-1.93,0.99
1729130498.4898868,-1.93,0.99
1729130498.581554,-1.92,0.99
1729130498.6774166,-1.92,0.99
1729130498.777629,-1.92,0.99
1729130498.8899004,-1.92,0.99
1729130498.9822423,-1.93,0.99
1729130499.079851,-1.93,0.99
1729130499.1772997,-1.98,1.02
1729130499.278023,-2.02,1.03
1729130499.388747,-2.05,1.02
1729130499.4767883,-2.08,1.03
1729130499.577759,-2.11,1.06
1729130499.6812377,-2.16,1.09
1729130499.777747,-2.21,1.09
1729130499.8780735,-2.25,1.09
1729130499.977831,-2.29,1.11
1729130500.0802376,-2.32,1.14
1729130500.1881242,-2.35,1.16
1729130500.2779286,-2.39,1.16
1729130500.3769367,-2.44,1.16
1729130500.477178,-2.49,1.18
1729130500.5864704,-2.53,1.21
1729130500.6813195,-2.57,1.22
1729130500.77965,-2.61,1.22
1729130500.8773243,-2.65,1.23
1729130500.9781115,-2.69,1.25
1729130501.0872629,-2.74,1.28
1729130501.1814752,-2.79,1.29
1729130501.2770586,-2.84,1.29
1729130501.381115,-2.87,1.3
1729130501.483416,-2.91,1.33
1729130501.5828803,-2.95,1.35
1729130501.6777651,-2.99,1.36
1729130501.7769248,-3.04,1.36
1729130501.8850713,-3.09,1.38
1729130501.9801798,-3.13,1.4
1729130502.0776045,-3.17,1.42
1729130502.177151,-3.2,1.42
1729130502.286123,-3.24,1.43
1729130502.3814244,-3.28,1.45
1729130502.4773686,-3.33,1.47
1729130502.5774853,-3.38,1.49
1729130502.6775348,-3.42,1.49
1729130502.7808404,-3.46,1.49
1729130502.877405,-3.5,1.52
1729130502.977295,-3.54,1.54
1729130503.0771513,-3.59,1.55
1729130503.1913693,-3.64,1.55
1729130503.2831514,-3.69,1.57
1729130503.3769867,-3.73,1.59
1729130503.4776616,-3.77,1.61
1729130503.5768304,-3.81,1.62
1729130503.6860516,-3.86,1.62
1729130503.776349,-3.91,1.64
1729130503.8784902,-3.95,1.66
1729130503.9772458,-4.0,1.68
1729130504.0798116,-4.04,1.68
1729130504.1770682,-4.08,1.69
1729130504.2777123,-4.12,1.71
1729130504.3778424,-4.16,1.73
1729130504.4869788,-4.21,1.75
1729130504.5828679,-4.25,1.75
1729130504.677696,-4.29,1.75
1729130504.7782345,-4.34,1.78
1729130504.8934197,-4.38,1.8
1729130504.9865968,-4.42,1.81
1729130505.077271,-4.46,1.81
1729130505.1776557,-4.51,1.82
1729130505.2771044,-4.56,1.84
1729130505.386865,-4.6,1.86
1729130505.4774024,-4.65,1.87
1729130505.5777519,-4.69,1.87
1729130505.6774495,-4.73,1.89
1729130505.7861729,-4.77,1.91
1729130505.8798585,-4.82,1.93
1729130505.9770954,-4.86,1.94
1729130506.0777147,-4.88,1.94
1729130506.1882138,-4.89,1.96
1729130506.2797823,-4.9,1.98
1729130506.3779643,-4.92,2.0
1729130506.4771507,-4.93,2.0
1729130506.578779,-4.95,2.01
1729130506.6769145,-4.97,2.03
